Timestep,StratumID,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
2020,Klamath Mountains,Drought: High Severity [Type],31.7146846,Normal,Iteration and Timestep,15.8573423,NA,NA
2020,Northern Basin and Range,Drought: High Severity [Type],1.217264926,Normal,Iteration and Timestep,0.608632463,NA,NA
2020,Sonoran Basin and Range,Drought: High Severity [Type],0.964221484,Normal,Iteration and Timestep,0.482110742,NA,NA
2021,Coast Range,Drought: High Severity [Type],588.5683198,Normal,Iteration and Timestep,294.2841599,NA,NA
2021,Cascades,Drought: High Severity [Type],83.33789376,Normal,Iteration and Timestep,41.66894688,NA,NA
2021,Sierra Nevada,Drought: High Severity [Type],1233.871946,Normal,Iteration and Timestep,616.9359732,NA,NA
2021,California Chaparral and Oak Woodlands,Drought: High Severity [Type],1010.387692,Normal,Iteration and Timestep,505.1938459,NA,NA
2021,Central California Valley,Drought: High Severity [Type],7.760627395,Normal,Iteration and Timestep,3.880313697,NA,NA
2021,Southern California Mountains,Drought: High Severity [Type],241.9120072,Normal,Iteration and Timestep,120.9560036,NA,NA
2021,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],274.0337583,Normal,Iteration and Timestep,137.0168791,NA,NA
2021,Central Basin and Range,Drought: High Severity [Type],23.15694499,Normal,Iteration and Timestep,11.5784725,NA,NA
2021,Mojave Basin and Range,Drought: High Severity [Type],42.56951494,Normal,Iteration and Timestep,21.28475747,NA,NA
2021,Klamath Mountains,Drought: High Severity [Type],1476.965897,Normal,Iteration and Timestep,738.4829484,NA,NA
2021,Northern Basin and Range,Drought: High Severity [Type],14.0675616,Normal,Iteration and Timestep,7.033780802,NA,NA
2021,Sonoran Basin and Range,Drought: High Severity [Type],2.888188792,Normal,Iteration and Timestep,1.444094396,NA,NA
2022,Coast Range,Drought: High Severity [Type],120.3679518,Normal,Iteration and Timestep,60.18397589,NA,NA
2022,Cascades,Drought: High Severity [Type],55.98485486,Normal,Iteration and Timestep,27.99242743,NA,NA
2022,Sierra Nevada,Drought: High Severity [Type],542.04744,Normal,Iteration and Timestep,271.02372,NA,NA
2022,California Chaparral and Oak Woodlands,Drought: High Severity [Type],82.0811019,Normal,Iteration and Timestep,41.04055095,NA,NA
2022,Central California Valley,Drought: High Severity [Type],0.600563485,Normal,Iteration and Timestep,0.300281743,NA,NA
2022,Southern California Mountains,Drought: High Severity [Type],24.57676426,Normal,Iteration and Timestep,12.28838213,NA,NA
2022,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],212.9695033,Normal,Iteration and Timestep,106.4847516,NA,NA
2022,Central Basin and Range,Drought: High Severity [Type],11.85130361,Normal,Iteration and Timestep,5.925651803,NA,NA
2022,Mojave Basin and Range,Drought: High Severity [Type],5.55636354,Normal,Iteration and Timestep,2.77818177,NA,NA
2022,Klamath Mountains,Drought: High Severity [Type],660.6046387,Normal,Iteration and Timestep,330.3023193,NA,NA
2022,Northern Basin and Range,Drought: High Severity [Type],7.934591272,Normal,Iteration and Timestep,3.967295636,NA,NA
2022,Sonoran Basin and Range,Drought: High Severity [Type],0.131821655,Normal,Iteration and Timestep,0.065910827,NA,NA
2023,Coast Range,Drought: High Severity [Type],127.220545,Normal,Iteration and Timestep,63.61027248,NA,NA
2023,Cascades,Drought: High Severity [Type],53.58204631,Normal,Iteration and Timestep,26.79102315,NA,NA
2023,Sierra Nevada,Drought: High Severity [Type],536.5034127,Normal,Iteration and Timestep,268.2517064,NA,NA
2023,California Chaparral and Oak Woodlands,Drought: High Severity [Type],37.19574691,Normal,Iteration and Timestep,18.59787346,NA,NA
2023,Central California Valley,Drought: High Severity [Type],0.28587676,Normal,Iteration and Timestep,0.14293838,NA,NA
2023,Southern California Mountains,Drought: High Severity [Type],3.782650769,Normal,Iteration and Timestep,1.891325384,NA,NA
2023,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],313.4719768,Normal,Iteration and Timestep,156.7359884,NA,NA
2023,Central Basin and Range,Drought: High Severity [Type],12.01313398,Normal,Iteration and Timestep,6.00656699,NA,NA
2023,Mojave Basin and Range,Drought: High Severity [Type],1.601811159,Normal,Iteration and Timestep,0.80090558,NA,NA
2023,Klamath Mountains,Drought: High Severity [Type],906.7584438,Normal,Iteration and Timestep,453.3792219,NA,NA
2023,Northern Basin and Range,Drought: High Severity [Type],15.18995424,Normal,Iteration and Timestep,7.594977122,NA,NA
2023,Sonoran Basin and Range,Drought: High Severity [Type],0.028912729,Normal,Iteration and Timestep,0.014456365,NA,NA
2024,Coast Range,Drought: High Severity [Type],74.5381753,Normal,Iteration and Timestep,37.26908765,NA,NA
2024,Cascades,Drought: High Severity [Type],29.39647747,Normal,Iteration and Timestep,14.69823874,NA,NA
2024,Sierra Nevada,Drought: High Severity [Type],380.4399422,Normal,Iteration and Timestep,190.2199711,NA,NA
2024,California Chaparral and Oak Woodlands,Drought: High Severity [Type],11.64019212,Normal,Iteration and Timestep,5.820096058,NA,NA
2024,Central California Valley,Drought: High Severity [Type],0.07972119,Normal,Iteration and Timestep,0.039860595,NA,NA
2024,Southern California Mountains,Drought: High Severity [Type],1.246150955,Normal,Iteration and Timestep,0.623075477,NA,NA
2024,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],263.3166519,Normal,Iteration and Timestep,131.6583259,NA,NA
2024,Central Basin and Range,Drought: High Severity [Type],11.23694062,Normal,Iteration and Timestep,5.618470312,NA,NA
2024,Mojave Basin and Range,Drought: High Severity [Type],1.851564012,Normal,Iteration and Timestep,0.925782006,NA,NA
2024,Klamath Mountains,Drought: High Severity [Type],632.9811646,Normal,Iteration and Timestep,316.4905823,NA,NA
2024,Northern Basin and Range,Drought: High Severity [Type],21.07195402,Normal,Iteration and Timestep,10.53597701,NA,NA
2024,Sonoran Basin and Range,Drought: High Severity [Type],0.01373432,Normal,Iteration and Timestep,0.00686716,NA,NA
2025,Coast Range,Drought: High Severity [Type],85.28463337,Normal,Iteration and Timestep,42.64231668,NA,NA
2025,Cascades,Drought: High Severity [Type],42.24799289,Normal,Iteration and Timestep,21.12399645,NA,NA
2025,Sierra Nevada,Drought: High Severity [Type],624.3293473,Normal,Iteration and Timestep,312.1646736,NA,NA
2025,California Chaparral and Oak Woodlands,Drought: High Severity [Type],23.62131935,Normal,Iteration and Timestep,11.81065968,NA,NA
2025,Central California Valley,Drought: High Severity [Type],0.182095781,Normal,Iteration and Timestep,0.091047891,NA,NA
2025,Southern California Mountains,Drought: High Severity [Type],2.079038463,Normal,Iteration and Timestep,1.039519232,NA,NA
2025,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],512.8752937,Normal,Iteration and Timestep,256.4376469,NA,NA
2025,Central Basin and Range,Drought: High Severity [Type],19.29051652,Normal,Iteration and Timestep,9.645258258,NA,NA
2025,Mojave Basin and Range,Drought: High Severity [Type],2.957220092,Normal,Iteration and Timestep,1.478610046,NA,NA
2025,Klamath Mountains,Drought: High Severity [Type],736.7156169,Normal,Iteration and Timestep,368.3578085,NA,NA
2025,Northern Basin and Range,Drought: High Severity [Type],32.60161561,Normal,Iteration and Timestep,16.30080781,NA,NA
2025,Sonoran Basin and Range,Drought: High Severity [Type],0.044872989,Normal,Iteration and Timestep,0.022436495,NA,NA
2026,Coast Range,Drought: High Severity [Type],33.56425984,Normal,Iteration and Timestep,16.78212992,NA,NA
2026,Cascades,Drought: High Severity [Type],14.4204267,Normal,Iteration and Timestep,7.210213348,NA,NA
2026,Sierra Nevada,Drought: High Severity [Type],150.1842798,Normal,Iteration and Timestep,75.0921399,NA,NA
2026,California Chaparral and Oak Woodlands,Drought: High Severity [Type],2.074845262,Normal,Iteration and Timestep,1.037422631,NA,NA
2026,Central California Valley,Drought: High Severity [Type],0.015044479,Normal,Iteration and Timestep,0.007522239,NA,NA
2026,Southern California Mountains,Drought: High Severity [Type],0.978220467,Normal,Iteration and Timestep,0.489110233,NA,NA
2026,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],175.1982078,Normal,Iteration and Timestep,87.59910392,NA,NA
2026,Central Basin and Range,Drought: High Severity [Type],9.881957436,Normal,Iteration and Timestep,4.940978718,NA,NA
2026,Mojave Basin and Range,Drought: High Severity [Type],1.634699031,Normal,Iteration and Timestep,0.817349516,NA,NA
2026,Klamath Mountains,Drought: High Severity [Type],264.5177959,Normal,Iteration and Timestep,132.258898,NA,NA
2026,Northern Basin and Range,Drought: High Severity [Type],15.91237223,Normal,Iteration and Timestep,7.956186114,NA,NA
2026,Sonoran Basin and Range,Drought: High Severity [Type],0.020055425,Normal,Iteration and Timestep,0.010027713,NA,NA
2027,Coast Range,Drought: High Severity [Type],99.47251286,Normal,Iteration and Timestep,49.73625643,NA,NA
2027,Cascades,Drought: High Severity [Type],32.58127656,Normal,Iteration and Timestep,16.29063828,NA,NA
2027,Sierra Nevada,Drought: High Severity [Type],622.6624939,Normal,Iteration and Timestep,311.331247,NA,NA
2027,California Chaparral and Oak Woodlands,Drought: High Severity [Type],37.00820114,Normal,Iteration and Timestep,18.50410057,NA,NA
2027,Central California Valley,Drought: High Severity [Type],0.312865072,Normal,Iteration and Timestep,0.156432536,NA,NA
2027,Southern California Mountains,Drought: High Severity [Type],9.249177863,Normal,Iteration and Timestep,4.624588931,NA,NA
2027,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],880.0093325,Normal,Iteration and Timestep,440.0046662,NA,NA
2027,Central Basin and Range,Drought: High Severity [Type],31.37975463,Normal,Iteration and Timestep,15.68987731,NA,NA
2027,Mojave Basin and Range,Drought: High Severity [Type],11.39667459,Normal,Iteration and Timestep,5.698337296,NA,NA
2027,Klamath Mountains,Drought: High Severity [Type],552.0227074,Normal,Iteration and Timestep,276.0113537,NA,NA
2027,Northern Basin and Range,Drought: High Severity [Type],80.99963492,Normal,Iteration and Timestep,40.49981746,NA,NA
2027,Sonoran Basin and Range,Drought: High Severity [Type],0.218251217,Normal,Iteration and Timestep,0.109125609,NA,NA
2028,Coast Range,Drought: High Severity [Type],9.257547671,Normal,Iteration and Timestep,4.628773836,NA,NA
2028,Cascades,Drought: High Severity [Type],3.890700148,Normal,Iteration and Timestep,1.945350074,NA,NA
2028,Sierra Nevada,Drought: High Severity [Type],211.7045214,Normal,Iteration and Timestep,105.8522607,NA,NA
2028,California Chaparral and Oak Woodlands,Drought: High Severity [Type],13.89312839,Normal,Iteration and Timestep,6.946564194,NA,NA
2028,Central California Valley,Drought: High Severity [Type],0.124012379,Normal,Iteration and Timestep,0.06200619,NA,NA
2028,Southern California Mountains,Drought: High Severity [Type],45.9004259,Normal,Iteration and Timestep,22.95021295,NA,NA
2028,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],103.772902,Normal,Iteration and Timestep,51.88645102,NA,NA
2028,Central Basin and Range,Drought: High Severity [Type],23.61093559,Normal,Iteration and Timestep,11.8054678,NA,NA
2028,Mojave Basin and Range,Drought: High Severity [Type],28.75467575,Normal,Iteration and Timestep,14.37733788,NA,NA
2028,Klamath Mountains,Drought: High Severity [Type],91.52489472,Normal,Iteration and Timestep,45.76244736,NA,NA
2028,Northern Basin and Range,Drought: High Severity [Type],8.307107214,Normal,Iteration and Timestep,4.153553607,NA,NA
2028,Sonoran Basin and Range,Drought: High Severity [Type],0.411593076,Normal,Iteration and Timestep,0.205796538,NA,NA
2029,Coast Range,Drought: High Severity [Type],6.021456928,Normal,Iteration and Timestep,3.010728464,NA,NA
2029,Cascades,Drought: High Severity [Type],3.635930026,Normal,Iteration and Timestep,1.817965013,NA,NA
2029,Sierra Nevada,Drought: High Severity [Type],137.8825455,Normal,Iteration and Timestep,68.94127273,NA,NA
2029,California Chaparral and Oak Woodlands,Drought: High Severity [Type],10.38421178,Normal,Iteration and Timestep,5.192105888,NA,NA
2029,Central California Valley,Drought: High Severity [Type],0.105107452,Normal,Iteration and Timestep,0.052553726,NA,NA
2029,Southern California Mountains,Drought: High Severity [Type],7.43049905,Normal,Iteration and Timestep,3.715249525,NA,NA
2029,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],94.53197702,Normal,Iteration and Timestep,47.26598851,NA,NA
2029,Central Basin and Range,Drought: High Severity [Type],17.46311103,Normal,Iteration and Timestep,8.731555514,NA,NA
2029,Mojave Basin and Range,Drought: High Severity [Type],6.857089123,Normal,Iteration and Timestep,3.428544562,NA,NA
2029,Klamath Mountains,Drought: High Severity [Type],58.51017181,Normal,Iteration and Timestep,29.25508591,NA,NA
2029,Northern Basin and Range,Drought: High Severity [Type],9.250433673,Normal,Iteration and Timestep,4.625216836,NA,NA
2029,Sonoran Basin and Range,Drought: High Severity [Type],0.09675287,Normal,Iteration and Timestep,0.048376435,NA,NA
2030,Coast Range,Drought: High Severity [Type],5.174782126,Normal,Iteration and Timestep,2.587391063,NA,NA
2030,Cascades,Drought: High Severity [Type],3.088951868,Normal,Iteration and Timestep,1.544475934,NA,NA
2030,Sierra Nevada,Drought: High Severity [Type],135.3076666,Normal,Iteration and Timestep,67.65383332,NA,NA
2030,California Chaparral and Oak Woodlands,Drought: High Severity [Type],8.059091452,Normal,Iteration and Timestep,4.029545726,NA,NA
2030,Central California Valley,Drought: High Severity [Type],0.112237239,Normal,Iteration and Timestep,0.056118619,NA,NA
2030,Southern California Mountains,Drought: High Severity [Type],1.54754147,Normal,Iteration and Timestep,0.773770735,NA,NA
2030,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],42.26643485,Normal,Iteration and Timestep,21.13321743,NA,NA
2030,Central Basin and Range,Drought: High Severity [Type],18.41274314,Normal,Iteration and Timestep,9.206371569,NA,NA
2030,Mojave Basin and Range,Drought: High Severity [Type],0.960826452,Normal,Iteration and Timestep,0.480413226,NA,NA
2030,Klamath Mountains,Drought: High Severity [Type],40.73491569,Normal,Iteration and Timestep,20.36745785,NA,NA
2030,Northern Basin and Range,Drought: High Severity [Type],9.324091653,Normal,Iteration and Timestep,4.662045827,NA,NA
2030,Sonoran Basin and Range,Drought: High Severity [Type],0.019614016,Normal,Iteration and Timestep,0.009807008,NA,NA
2031,Coast Range,Drought: High Severity [Type],32.57928378,Normal,Iteration and Timestep,16.28964189,NA,NA
2031,Cascades,Drought: High Severity [Type],6.363563523,Normal,Iteration and Timestep,3.181781761,NA,NA
2031,Sierra Nevada,Drought: High Severity [Type],441.5589807,Normal,Iteration and Timestep,220.7794904,NA,NA
2031,California Chaparral and Oak Woodlands,Drought: High Severity [Type],114.9540884,Normal,Iteration and Timestep,57.47704421,NA,NA
2031,Central California Valley,Drought: High Severity [Type],1.581958454,Normal,Iteration and Timestep,0.790979227,NA,NA
2031,Southern California Mountains,Drought: High Severity [Type],15.79632559,Normal,Iteration and Timestep,7.898162796,NA,NA
2031,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],132.3035263,Normal,Iteration and Timestep,66.15176314,NA,NA
2031,Central Basin and Range,Drought: High Severity [Type],84.89522484,Normal,Iteration and Timestep,42.44761242,NA,NA
2031,Mojave Basin and Range,Drought: High Severity [Type],7.615461014,Normal,Iteration and Timestep,3.807730507,NA,NA
2031,Klamath Mountains,Drought: High Severity [Type],121.5836103,Normal,Iteration and Timestep,60.79180516,NA,NA
2031,Northern Basin and Range,Drought: High Severity [Type],47.17183288,Normal,Iteration and Timestep,23.58591644,NA,NA
2031,Sonoran Basin and Range,Drought: High Severity [Type],0.055290243,Normal,Iteration and Timestep,0.027645121,NA,NA
2032,Coast Range,Drought: High Severity [Type],34.96195228,Normal,Iteration and Timestep,17.48097614,NA,NA
2032,Cascades,Drought: High Severity [Type],12.6439357,Normal,Iteration and Timestep,6.321967851,NA,NA
2032,Sierra Nevada,Drought: High Severity [Type],253.3987577,Normal,Iteration and Timestep,126.6993788,NA,NA
2032,California Chaparral and Oak Woodlands,Drought: High Severity [Type],70.40978984,Normal,Iteration and Timestep,35.20489492,NA,NA
2032,Central California Valley,Drought: High Severity [Type],1.020876046,Normal,Iteration and Timestep,0.510438023,NA,NA
2032,Southern California Mountains,Drought: High Severity [Type],7.133955783,Normal,Iteration and Timestep,3.566977892,NA,NA
2032,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],81.01840411,Normal,Iteration and Timestep,40.50920205,NA,NA
2032,Central Basin and Range,Drought: High Severity [Type],63.67565288,Normal,Iteration and Timestep,31.83782644,NA,NA
2032,Mojave Basin and Range,Drought: High Severity [Type],4.76686915,Normal,Iteration and Timestep,2.383434575,NA,NA
2032,Klamath Mountains,Drought: High Severity [Type],176.8669853,Normal,Iteration and Timestep,88.43349266,NA,NA
2032,Northern Basin and Range,Drought: High Severity [Type],18.5211888,Normal,Iteration and Timestep,9.260594402,NA,NA
2032,Sonoran Basin and Range,Drought: High Severity [Type],0.02733529,Normal,Iteration and Timestep,0.013667645,NA,NA
2033,Coast Range,Drought: High Severity [Type],22.82127335,Normal,Iteration and Timestep,11.41063668,NA,NA
2033,Cascades,Drought: High Severity [Type],19.91024276,Normal,Iteration and Timestep,9.955121382,NA,NA
2033,Sierra Nevada,Drought: High Severity [Type],276.5724536,Normal,Iteration and Timestep,138.2862268,NA,NA
2033,California Chaparral and Oak Woodlands,Drought: High Severity [Type],34.55836744,Normal,Iteration and Timestep,17.27918372,NA,NA
2033,Central California Valley,Drought: High Severity [Type],0.417682409,Normal,Iteration and Timestep,0.208841204,NA,NA
2033,Southern California Mountains,Drought: High Severity [Type],3.808881565,Normal,Iteration and Timestep,1.904440783,NA,NA
2033,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],279.3561347,Normal,Iteration and Timestep,139.6780674,NA,NA
2033,Central Basin and Range,Drought: High Severity [Type],34.93381552,Normal,Iteration and Timestep,17.46690776,NA,NA
2033,Mojave Basin and Range,Drought: High Severity [Type],2.160016887,Normal,Iteration and Timestep,1.080008444,NA,NA
2033,Klamath Mountains,Drought: High Severity [Type],147.7728822,Normal,Iteration and Timestep,73.88644109,NA,NA
2033,Northern Basin and Range,Drought: High Severity [Type],43.60419556,Normal,Iteration and Timestep,21.80209778,NA,NA
2033,Sonoran Basin and Range,Drought: High Severity [Type],0.033842093,Normal,Iteration and Timestep,0.016921046,NA,NA
2034,Coast Range,Drought: High Severity [Type],13.56228548,Normal,Iteration and Timestep,6.781142741,NA,NA
2034,Cascades,Drought: High Severity [Type],7.699442229,Normal,Iteration and Timestep,3.849721115,NA,NA
2034,Sierra Nevada,Drought: High Severity [Type],286.3791942,Normal,Iteration and Timestep,143.1895971,NA,NA
2034,California Chaparral and Oak Woodlands,Drought: High Severity [Type],98.58750712,Normal,Iteration and Timestep,49.29375356,NA,NA
2034,Central California Valley,Drought: High Severity [Type],0.673454542,Normal,Iteration and Timestep,0.336727271,NA,NA
2034,Southern California Mountains,Drought: High Severity [Type],84.32583355,Normal,Iteration and Timestep,42.16291677,NA,NA
2034,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],244.8300634,Normal,Iteration and Timestep,122.4150317,NA,NA
2034,Central Basin and Range,Drought: High Severity [Type],93.89810375,Normal,Iteration and Timestep,46.94905188,NA,NA
2034,Mojave Basin and Range,Drought: High Severity [Type],24.41225264,Normal,Iteration and Timestep,12.20612632,NA,NA
2034,Klamath Mountains,Drought: High Severity [Type],76.36437447,Normal,Iteration and Timestep,38.18218724,NA,NA
2034,Northern Basin and Range,Drought: High Severity [Type],54.50062865,Normal,Iteration and Timestep,27.25031432,NA,NA
2034,Sonoran Basin and Range,Drought: High Severity [Type],1.208201915,Normal,Iteration and Timestep,0.604100958,NA,NA
2035,Coast Range,Drought: High Severity [Type],12.8273791,Normal,Iteration and Timestep,6.41368955,NA,NA
2035,Cascades,Drought: High Severity [Type],4.913501678,Normal,Iteration and Timestep,2.456750839,NA,NA
2035,Sierra Nevada,Drought: High Severity [Type],180.7869955,Normal,Iteration and Timestep,90.39349776,NA,NA
2035,California Chaparral and Oak Woodlands,Drought: High Severity [Type],60.58340313,Normal,Iteration and Timestep,30.29170156,NA,NA
2035,Central California Valley,Drought: High Severity [Type],0.410890854,Normal,Iteration and Timestep,0.205445427,NA,NA
2035,Southern California Mountains,Drought: High Severity [Type],31.38703853,Normal,Iteration and Timestep,15.69351927,NA,NA
2035,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],268.5292252,Normal,Iteration and Timestep,134.2646126,NA,NA
2035,Central Basin and Range,Drought: High Severity [Type],60.0760653,Normal,Iteration and Timestep,30.03803265,NA,NA
2035,Mojave Basin and Range,Drought: High Severity [Type],13.89528135,Normal,Iteration and Timestep,6.947640674,NA,NA
2035,Klamath Mountains,Drought: High Severity [Type],72.91314705,Normal,Iteration and Timestep,36.45657352,NA,NA
2035,Northern Basin and Range,Drought: High Severity [Type],43.20230068,Normal,Iteration and Timestep,21.60115034,NA,NA
2035,Sonoran Basin and Range,Drought: High Severity [Type],1.532087528,Normal,Iteration and Timestep,0.766043764,NA,NA
2036,Coast Range,Drought: High Severity [Type],11.17241157,Normal,Iteration and Timestep,5.586205783,NA,NA
2036,Cascades,Drought: High Severity [Type],2.803341293,Normal,Iteration and Timestep,1.401670646,NA,NA
2036,Sierra Nevada,Drought: High Severity [Type],81.41747931,Normal,Iteration and Timestep,40.70873965,NA,NA
2036,California Chaparral and Oak Woodlands,Drought: High Severity [Type],40.42922071,Normal,Iteration and Timestep,20.214610360000002,NA,NA
2036,Central California Valley,Drought: High Severity [Type],0.351130447,Normal,Iteration and Timestep,0.175565223,NA,NA
2036,Southern California Mountains,Drought: High Severity [Type],12.86844083,Normal,Iteration and Timestep,6.434220413,NA,NA
2036,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],96.00180626,Normal,Iteration and Timestep,48.00090313,NA,NA
2036,Central Basin and Range,Drought: High Severity [Type],12.68589569,Normal,Iteration and Timestep,6.342947847,NA,NA
2036,Mojave Basin and Range,Drought: High Severity [Type],4.891477648,Normal,Iteration and Timestep,2.445738824,NA,NA
2036,Klamath Mountains,Drought: High Severity [Type],41.73660455,Normal,Iteration and Timestep,20.86830227,NA,NA
2036,Northern Basin and Range,Drought: High Severity [Type],21.4603423,Normal,Iteration and Timestep,10.73017115,NA,NA
2036,Sonoran Basin and Range,Drought: High Severity [Type],1.247811708,Normal,Iteration and Timestep,0.623905854,NA,NA
2037,Coast Range,Drought: High Severity [Type],2.195941793,Normal,Iteration and Timestep,1.097970896,NA,NA
2037,Cascades,Drought: High Severity [Type],0.184026737,Normal,Iteration and Timestep,0.092013368,NA,NA
2037,Sierra Nevada,Drought: High Severity [Type],14.81989169,Normal,Iteration and Timestep,7.409945843,NA,NA
2037,California Chaparral and Oak Woodlands,Drought: High Severity [Type],11.08174898,Normal,Iteration and Timestep,5.540874489,NA,NA
2037,Central California Valley,Drought: High Severity [Type],0.096095563,Normal,Iteration and Timestep,0.048047782,NA,NA
2037,Southern California Mountains,Drought: High Severity [Type],3.55434714,Normal,Iteration and Timestep,1.77717357,NA,NA
2037,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],20.91888218,Normal,Iteration and Timestep,10.45944109,NA,NA
2037,Central Basin and Range,Drought: High Severity [Type],2.940450256,Normal,Iteration and Timestep,1.470225128,NA,NA
2037,Mojave Basin and Range,Drought: High Severity [Type],0.52425125400000006,Normal,Iteration and Timestep,0.26212562700000003,NA,NA
2037,Klamath Mountains,Drought: High Severity [Type],5.015158979,Normal,Iteration and Timestep,2.507579489,NA,NA
2037,Northern Basin and Range,Drought: High Severity [Type],6.821479676,Normal,Iteration and Timestep,3.410739838,NA,NA
2037,Sonoran Basin and Range,Drought: High Severity [Type],0.109551098,Normal,Iteration and Timestep,0.054775549,NA,NA
2038,Coast Range,Drought: High Severity [Type],14.7828541,Normal,Iteration and Timestep,7.391427049,NA,NA
2038,Cascades,Drought: High Severity [Type],0.355942778,Normal,Iteration and Timestep,0.177971389,NA,NA
2038,Sierra Nevada,Drought: High Severity [Type],42.31584128,Normal,Iteration and Timestep,21.15792064,NA,NA
2038,California Chaparral and Oak Woodlands,Drought: High Severity [Type],83.51722703,Normal,Iteration and Timestep,41.758613510000004,NA,NA
2038,Central California Valley,Drought: High Severity [Type],0.736630335,Normal,Iteration and Timestep,0.368315167,NA,NA
2038,Southern California Mountains,Drought: High Severity [Type],23.29347317,Normal,Iteration and Timestep,11.64673659,NA,NA
2038,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],8.429465246,Normal,Iteration and Timestep,4.214732623,NA,NA
2038,Central Basin and Range,Drought: High Severity [Type],7.63722399,Normal,Iteration and Timestep,3.818611995,NA,NA
2038,Mojave Basin and Range,Drought: High Severity [Type],2.160595813,Normal,Iteration and Timestep,1.080297906,NA,NA
2038,Klamath Mountains,Drought: High Severity [Type],17.92924517,Normal,Iteration and Timestep,8.964622587,NA,NA
2038,Northern Basin and Range,Drought: High Severity [Type],3.630598911,Normal,Iteration and Timestep,1.815299456,NA,NA
2038,Sonoran Basin and Range,Drought: High Severity [Type],0.263548655,Normal,Iteration and Timestep,0.131774328,NA,NA
2039,Coast Range,Drought: High Severity [Type],58.24944175,Normal,Iteration and Timestep,29.12472087,NA,NA
2039,Cascades,Drought: High Severity [Type],2.297904611,Normal,Iteration and Timestep,1.148952305,NA,NA
2039,Sierra Nevada,Drought: High Severity [Type],118.9253341,Normal,Iteration and Timestep,59.46266707,NA,NA
2039,California Chaparral and Oak Woodlands,Drought: High Severity [Type],171.0082721,Normal,Iteration and Timestep,85.50413605,NA,NA
2039,Central California Valley,Drought: High Severity [Type],1.797795701,Normal,Iteration and Timestep,0.89889785,NA,NA
2039,Southern California Mountains,Drought: High Severity [Type],19.57224106,Normal,Iteration and Timestep,9.786120529,NA,NA
2039,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],15.36402308,Normal,Iteration and Timestep,7.682011539,NA,NA
2039,Central Basin and Range,Drought: High Severity [Type],11.48288481,Normal,Iteration and Timestep,5.741442403,NA,NA
2039,Mojave Basin and Range,Drought: High Severity [Type],1.742507948,Normal,Iteration and Timestep,0.871253974,NA,NA
2039,Klamath Mountains,Drought: High Severity [Type],77.09539705,Normal,Iteration and Timestep,38.54769853,NA,NA
2039,Northern Basin and Range,Drought: High Severity [Type],4.638313678,Normal,Iteration and Timestep,2.319156839,NA,NA
2039,Sonoran Basin and Range,Drought: High Severity [Type],0.159314542,Normal,Iteration and Timestep,0.079657271,NA,NA
2040,Coast Range,Drought: High Severity [Type],26.85927726,Normal,Iteration and Timestep,13.42963863,NA,NA
2040,Cascades,Drought: High Severity [Type],1.281298619,Normal,Iteration and Timestep,0.64064931,NA,NA
2040,Sierra Nevada,Drought: High Severity [Type],54.78594759,Normal,Iteration and Timestep,27.39297379,NA,NA
2040,California Chaparral and Oak Woodlands,Drought: High Severity [Type],72.29084552,Normal,Iteration and Timestep,36.14542276,NA,NA
2040,Central California Valley,Drought: High Severity [Type],0.696276759,Normal,Iteration and Timestep,0.34813838,NA,NA
2040,Southern California Mountains,Drought: High Severity [Type],12.38759463,Normal,Iteration and Timestep,6.193797316,NA,NA
2040,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],9.764791217,Normal,Iteration and Timestep,4.882395608,NA,NA
2040,Central Basin and Range,Drought: High Severity [Type],10.66969709,Normal,Iteration and Timestep,5.334848547,NA,NA
2040,Mojave Basin and Range,Drought: High Severity [Type],2.308526319,Normal,Iteration and Timestep,1.15426316,NA,NA
2040,Klamath Mountains,Drought: High Severity [Type],46.30958595,Normal,Iteration and Timestep,23.15479297,NA,NA
2040,Northern Basin and Range,Drought: High Severity [Type],4.668746354,Normal,Iteration and Timestep,2.334373177,NA,NA
2040,Sonoran Basin and Range,Drought: High Severity [Type],0.151224534,Normal,Iteration and Timestep,0.075612267,NA,NA
2041,Coast Range,Drought: High Severity [Type],62.3729493,Normal,Iteration and Timestep,31.18647465,NA,NA
